state,district,pincode,year,age_0_5,age_5_17,age_18_greater,total_enrollment,demo_age_5_17,demo_age_17_plus,total_demo_updates,bio_age_5_17,bio_age_17_plus,total_bio_updates,update_ratio,total_activities
Chhattisgarh,Janjgir Champa,495557,2025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,2.0,5.0
Chhattisgarh,Janjgir Champa,495559,2025.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,4.0,5.0,5.0,11.0
Chhattisgarh,Janjgir Champa,495660,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0,3.0,4.0
Chhattisgarh,Janjgir Champa,495661,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,6.0,7.0,7.0,9.0
Chhattisgarh,Janjgir Champa,495663,2025.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,1.0,4.0,5.0,5.0,9.0
Chhattisgarh,Janjgir Champa,495668,2025.0,4.0,0.0,0.0,4.0,0.0,12.0,12.0,1.0,10.0,11.0,2.75,27.0
Chhattisgarh,Janjgir Champa,495671,2025.0,1.0,0.0,0.0,1.0,0.0,7.0,7.0,0.0,2.0,2.0,2.0,10.0
Chhattisgarh,Janjgir Champa,495687,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Chhattisgarh,Janjgir Champa,495688,2025.0,0.0,0.0,0.0,0.0,0.0,35.0,35.0,2.0,18.0,20.0,20.0,55.0
Chhattisgarh,Janjgir Champa,495689,2025.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0
Chhattisgarh,Janjgir Champa,495690,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0
Chhattisgarh,Janjgir Champa,495691,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Chhattisgarh,Janjgir Champa,495692,2025.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,2.0,2.0,2.0,6.0
Chhattisgarh,Janjgir Champa,495695,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Chhattisgarh,Janjgir-champa,495001,2025.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,4.0,1.0,5.0,5.0,8.0
Chhattisgarh,Janjgir-champa,495446,2025.0,13.0,4.0,0.0,17.0,4.0,121.0,125.0,280.0,715.0,995.0,58.529411764705884,1137.0
Chhattisgarh,Janjgir-champa,495552,2025.0,140.0,16.0,0.0,156.0,205.0,2040.0,2245.0,2158.0,9131.0,11289.0,72.36538461538461,13690.0
Chhattisgarh,Janjgir-champa,495553,2025.0,56.0,6.0,0.0,62.0,149.0,1555.0,1704.0,756.0,3229.0,3985.0,64.2741935483871,5751.0
Chhattisgarh,Janjgir-champa,495554,2025.0,103.0,16.0,0.0,119.0,130.0,2437.0,2567.0,2135.0,6669.0,8804.0,73.98319327731092,11490.0
Chhattisgarh,Janjgir-champa,495556,2025.0,114.0,11.0,0.0,125.0,214.0,3846.0,4060.0,1654.0,6461.0,8115.0,64.92,12300.0
Chhattisgarh,Janjgir-champa,495557,2025.0,77.0,11.0,0.0,88.0,147.0,3715.0,3862.0,1264.0,3633.0,4897.0,55.64772727272727,8847.0
Chhattisgarh,Janjgir-champa,495559,2025.0,89.0,7.0,0.0,96.0,78.0,1072.0,1150.0,1156.0,3435.0,4591.0,47.822916666666664,5837.0
Chhattisgarh,Janjgir-champa,495660,2025.0,68.0,19.0,0.0,87.0,133.0,2242.0,2375.0,972.0,3122.0,4094.0,47.05747126436781,6556.0
Chhattisgarh,Janjgir-champa,495661,2025.0,51.0,11.0,0.0,62.0,124.0,2639.0,2763.0,1692.0,5189.0,6881.0,110.98387096774194,9706.0
Chhattisgarh,Janjgir-champa,495663,2025.0,46.0,17.0,0.0,63.0,56.0,785.0,841.0,599.0,1811.0,2410.0,38.25396825396825,3314.0
Chhattisgarh,Janjgir-champa,495668,2025.0,168.0,25.0,0.0,193.0,1513.0,20715.0,22228.0,3850.0,13978.0,17828.0,92.37305699481865,40249.0
Chhattisgarh,Janjgir-champa,495671,2025.0,66.0,11.0,0.0,77.0,171.0,1927.0,2098.0,1581.0,3878.0,5459.0,70.8961038961039,7634.0
Chhattisgarh,Janjgir-champa,495682,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,3.0
Chhattisgarh,Janjgir-champa,495683,2025.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
Chhattisgarh,Janjgir-champa,495687,2025.0,80.0,12.0,0.0,92.0,361.0,3639.0,4000.0,1706.0,7248.0,8954.0,97.32608695652173,13046.0
Chhattisgarh,Janjgir-champa,495688,2025.0,12.0,1.0,0.0,13.0,73.0,2885.0,2958.0,1638.0,3603.0,5241.0,403.15384615384613,8212.0
Chhattisgarh,Janjgir-champa,495689,2025.0,100.0,18.0,1.0,119.0,767.0,8668.0,9435.0,2903.0,10719.0,13622.0,114.47058823529412,23176.0
Chhattisgarh,Janjgir-champa,495690,2025.0,56.0,9.0,0.0,65.0,207.0,4159.0,4366.0,2461.0,6455.0,8916.0,137.16923076923078,13347.0
Chhattisgarh,Janjgir-champa,495691,2025.0,21.0,6.0,0.0,27.0,149.0,3233.0,3382.0,1975.0,5477.0,7452.0,276.0,10861.0
Chhattisgarh,Janjgir-champa,495692,2025.0,16.0,6.0,0.0,22.0,171.0,3825.0,3996.0,1401.0,3273.0,4674.0,212.45454545454547,8692.0
Chhattisgarh,Janjgir-champa,495695,2025.0,22.0,0.0,0.0,22.0,77.0,1575.0,1652.0,1283.0,3355.0,4638.0,210.8181818181818,6312.0
Chhattisgarh,Jashpur,496113,2025.0,4.0,0.0,0.0,4.0,45.0,107.0,152.0,113.0,254.0,367.0,91.75,523.0
Chhattisgarh,Jashpur,496118,2025.0,50.0,16.0,0.0,66.0,1089.0,8125.0,9214.0,1879.0,3113.0,4992.0,75.63636363636364,14272.0
Chhattisgarh,Jashpur,496220,2025.0,53.0,22.0,0.0,75.0,338.0,2753.0,3091.0,2653.0,3588.0,6241.0,83.21333333333334,9407.0
Chhattisgarh,Jashpur,496223,2025.0,32.0,28.0,0.0,60.0,772.0,5774.0,6546.0,2262.0,2135.0,4397.0,73.28333333333333,11003.0
Chhattisgarh,Jashpur,496224,2025.0,58.0,36.0,0.0,94.0,623.0,6651.0,7274.0,2482.0,2580.0,5062.0,53.851063829787236,12430.0
Chhattisgarh,Jashpur,496225,2025.0,32.0,16.0,0.0,48.0,1451.0,10670.0,12121.0,1520.0,2520.0,4040.0,84.16666666666667,16209.0
Chhattisgarh,Jashpur,496227,2025.0,12.0,7.0,0.0,19.0,102.0,825.0,927.0,1067.0,1567.0,2634.0,138.6315789473684,3580.0
Chhattisgarh,Jashpur,496242,2025.0,9.0,2.0,0.0,11.0,90.0,826.0,916.0,839.0,829.0,1668.0,151.63636363636363,2595.0
Chhattisgarh,Jashpur,496245,2025.0,23.0,21.0,0.0,44.0,115.0,1469.0,1584.0,1249.0,1421.0,2670.0,60.68181818181818,4298.0
Chhattisgarh,Jashpur,496330,2025.0,41.0,20.0,0.0,61.0,185.0,506.0,691.0,1231.0,2908.0,4139.0,67.85245901639344,4891.0
Chhattisgarh,Jashpur,496331,2025.0,34.0,6.0,0.0,40.0,324.0,1359.0,1683.0,1408.0,4169.0,5577.0,139.425,7300.0
Chhattisgarh,Jashpur,496334,2025.0,28.0,12.0,0.0,40.0,358.0,1142.0,1500.0,1234.0,3725.0,4959.0,123.975,6499.0
Chhattisgarh,Jashpur,496336,2025.0,87.0,81.0,0.0,168.0,330.0,1485.0,1815.0,2025.0,5327.0,7352.0,43.76190476190476,9335.0
Chhattisgarh,Jashpur,496338,2025.0,29.0,8.0,0.0,37.0,96.0,633.0,729.0,695.0,2459.0,3154.0,85.24324324324324,3920.0
Chhattisgarh,Jashpur,496661,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0
Chhattisgarh,Jashpur,497118,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Chhattisgarh,Kabeerdham,491336,2025.0,57.0,4.0,1.0,62.0,227.0,3319.0,3546.0,2139.0,4529.0,6668.0,107.54838709677419,10276.0
Chhattisgarh,Kabeerdham,491559,2025.0,59.0,11.0,0.0,70.0,129.0,1558.0,1687.0,2696.0,2176.0,4872.0,69.6,6629.0
Chhattisgarh,Kabeerdham,491888,2025.0,1.0,1.0,0.0,2.0,10.0,65.0,75.0,27.0,40.0,67.0,33.5,144.0
Chhattisgarh,Kabeerdham,491995,2025.0,119.0,9.0,2.0,130.0,1832.0,13378.0,15210.0,5578.0,6410.0,11988.0,92.21538461538462,27328.0
Chhattisgarh,Kanker,494230,2025.0,9.0,6.0,0.0,15.0,20.0,123.0,143.0,134.0,290.0,424.0,28.266666666666666,582.0
Chhattisgarh,Kanker,494333,2025.0,23.0,2.0,0.0,25.0,123.0,718.0,841.0,845.0,1965.0,2810.0,112.4,3676.0
Chhattisgarh,Kanker,494334,2025.0,18.0,4.0,0.0,22.0,165.0,1067.0,1232.0,982.0,2453.0,3435.0,156.13636363636363,4689.0
Chhattisgarh,Kanker,494335,2025.0,33.0,1.0,0.0,34.0,164.0,1185.0,1349.0,1163.0,3382.0,4545.0,133.6764705882353,5928.0
Chhattisgarh,Kanker,494336,2025.0,13.0,0.0,0.0,13.0,109.0,926.0,1035.0,736.0,1869.0,2605.0,200.3846153846154,3653.0
Chhattisgarh,Kanker,494337,2025.0,8.0,1.0,0.0,9.0,148.0,534.0,682.0,1035.0,2176.0,3211.0,356.77777777777777,3902.0
Chhattisgarh,Kanker,494635,2025.0,34.0,3.0,0.0,37.0,130.0,970.0,1100.0,882.0,1377.0,2259.0,61.054054054054056,3396.0
Chhattisgarh,Kanker,494661,2025.0,3.0,6.0,0.0,9.0,3.0,47.0,50.0,95.0,23.0,118.0,13.11111111111111,177.0
Chhattisgarh,Kanker,494665,2025.0,44.0,20.0,0.0,64.0,160.0,1485.0,1645.0,1306.0,2313.0,3619.0,56.546875,5328.0
Chhattisgarh,Kanker,494669,2025.0,37.0,5.0,1.0,43.0,258.0,2671.0,2929.0,977.0,1927.0,2904.0,67.53488372093024,5876.0
Chhattisgarh,Kanker,494670,2025.0,43.0,5.0,0.0,48.0,208.0,1346.0,1554.0,1352.0,2290.0,3642.0,75.875,5244.0
Chhattisgarh,Kanker,494771,2025.0,29.0,5.0,0.0,34.0,27.0,320.0,347.0,748.0,1344.0,2092.0,61.529411764705884,2473.0
Chhattisgarh,Kanker,494776,2025.0,90.0,12.0,0.0,102.0,138.0,1739.0,1877.0,1393.0,2821.0,4214.0,41.31372549019608,6193.0
Chhattisgarh,Kanker,494777,2025.0,29.0,14.0,0.0,43.0,29.0,835.0,864.0,897.0,2669.0,3566.0,82.93023255813954,4473.0
Chhattisgarh,Kawardha,491336,2025.0,41.0,5.0,0.0,46.0,123.0,1595.0,1718.0,1161.0,2105.0,3266.0,71.0,5030.0
Chhattisgarh,Kawardha,491559,2025.0,248.0,32.0,0.0,280.0,1704.0,25854.0,27558.0,5999.0,11101.0,17100.0,61.07142857142857,44938.0
Chhattisgarh,Kawardha,491888,2025.0,21.0,4.0,0.0,25.0,48.0,848.0,896.0,772.0,893.0,1665.0,66.6,2586.0
Chhattisgarh,Kawardha,491995,2025.0,261.0,37.0,0.0,298.0,1042.0,14862.0,15904.0,7572.0,15795.0,23367.0,78.41275167785236,39569.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,491444,2025.0,6.0,0.0,0.0,6.0,14.0,161.0,175.0,4.0,18.0,22.0,3.6666666666666665,203.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,491445,2025.0,0.0,0.0,0.0,0.0,4.0,11.0,15.0,0.0,0.0,0.0,0.0,15.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,491881,2025.0,7.0,11.0,0.0,18.0,56.0,525.0,581.0,28.0,278.0,306.0,17.0,905.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,491885,2025.0,15.0,2.0,0.0,17.0,46.0,407.0,453.0,37.0,191.0,228.0,13.411764705882353,698.0
Chhattisgarh,Khairagarh Chhuikhadan Gandai,491888,2025.0,22.0,2.0,0.0,24.0,212.0,2036.0,2248.0,41.0,334.0,375.0,15.625,2647.0
Chhattisgarh,Kondagaon,494224,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Chhattisgarh,Kondagaon,494226,2025.0,258.0,157.0,1.0,416.0,2070.0,36517.0,38587.0,5865.0,13514.0,19379.0,46.58413461538461,58382.0
Chhattisgarh,Kondagaon,494228,2025.0,59.0,30.0,0.0,89.0,241.0,1814.0,2055.0,1396.0,4716.0,6112.0,68.67415730337079,8256.0
Chhattisgarh,Kondagaon,494229,2025.0,40.0,21.0,0.0,61.0,86.0,733.0,819.0,648.0,1515.0,2163.0,35.459016393442624,3043.0
Chhattisgarh,Kondagaon,494230,2025.0,107.0,27.0,0.0,134.0,48.0,482.0,530.0,651.0,2078.0,2729.0,20.365671641791046,3393.0
Chhattisgarh,Kondagaon,494331,2025.0,78.0,31.0,0.0,109.0,102.0,1142.0,1244.0,1118.0,4425.0,5543.0,50.85321100917431,6896.0
Chhattisgarh,Kondagaon,494333,2025.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Chhattisgarh,Kondagaon,494334,2025.0,4.0,1.0,0.0,5.0,2.0,31.0,33.0,151.0,270.0,421.0,84.2,459.0
Chhattisgarh,Kondagaon,494347,2025.0,39.0,9.0,0.0,48.0,235.0,1675.0,1910.0,1366.0,5569.0,6935.0,144.47916666666666,8893.0
Chhattisgarh,Kondagaon,494665,2025.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Chhattisgarh,Korba,495119,2025.0,36.0,7.0,0.0,43.0,24.0,680.0,704.0,1058.0,3891.0,4949.0,115.09302325581395,5696.0
Chhattisgarh,Korba,495442,2025.0,2.0,3.0,0.0,5.0,1.0,82.0,83.0,174.0,476.0,650.0,130.0,738.0
Chhattisgarh,Korba,495445,2025.0,185.0,39.0,0.0,224.0,1103.0,12762.0,13865.0,4442.0,11540.0,15982.0,71.34821428571429,30071.0
Chhattisgarh,Korba,495446,2025.0,76.0,9.0,0.0,85.0,322.0,5362.0,5684.0,1500.0,4015.0,5515.0,64.88235294117646,11284.0
Chhattisgarh,Korba,495447,2025.0,32.0,1.0,0.0,33.0,31.0,355.0,386.0,573.0,760.0,1333.0,40.39393939393939,1752.0
Chhattisgarh,Korba,495449,2025.0,111.0,15.0,1.0,127.0,712.0,7319.0,8031.0,2646.0,5859.0,8505.0,66.96850393700787,16663.0
Chhattisgarh,Korba,495450,2025.0,43.0,3.0,1.0,47.0,122.0,1421.0,1543.0,1088.0,1226.0,2314.0,49.234042553191486,3904.0
Chhattisgarh,Korba,495452,2025.0,19.0,6.0,0.0,25.0,72.0,738.0,810.0,743.0,1334.0,2077.0,83.08,2912.0
Chhattisgarh,Korba,495453,2025.0,14.0,4.0,0.0,18.0,8.0,101.0,109.0,364.0,1071.0,1435.0,79.72222222222223,1562.0
Chhattisgarh,Korba,495454,2025.0,43.0,3.0,0.0,46.0,81.0,1126.0,1207.0,1086.0,2072.0,3158.0,68.65217391304348,4411.0
Chhattisgarh,Korba,495455,2025.0,2.0,0.0,0.0,2.0,5.0,88.0,93.0,188.0,131.0,319.0,159.5,414.0
Chhattisgarh,Korba,495671,2025.0,53.0,6.0,0.0,59.0,43.0,971.0,1014.0,1008.0,2423.0,3431.0,58.152542372881356,4504.0
Chhattisgarh,Korba,495674,2025.0,142.0,28.0,0.0,170.0,1255.0,16915.0,18170.0,3117.0,8432.0,11549.0,67.93529411764706,29889.0
Chhattisgarh,Korba,495677,2025.0,90.0,12.0,0.0,102.0,756.0,7200.0,7956.0,2901.0,4987.0,7888.0,77.33333333333333,15946.0
Chhattisgarh,Korba,495678,2025.0,17.0,5.0,0.0,22.0,13.0,187.0,200.0,390.0,1520.0,1910.0,86.81818181818181,2132.0
Chhattisgarh,Korba,495682,2025.0,4.0,0.0,0.0,4.0,5.0,110.0,115.0,240.0,559.0,799.0,199.75,918.0
Chhattisgarh,Korba,495683,2025.0,51.0,7.0,1.0,59.0,51.0,1376.0,1427.0,718.0,1591.0,2309.0,39.13559322033898,3795.0
Chhattisgarh,Korba,495684,2025.0,69.0,12.0,0.0,81.0,146.0,1407.0,1553.0,1793.0,2754.0,4547.0,56.135802469135804,6181.0
Chhattisgarh,Koriya,497231,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Chhattisgarh,Koriya,497235,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
Chhattisgarh,Koriya,497331,2025.0,39.0,20.0,1.0,60.0,306.0,2066.0,2372.0,1098.0,3185.0,4283.0,71.38333333333334,6715.0
Chhattisgarh,Koriya,497333,2025.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,9.0,9.0,9.0,12.0
Chhattisgarh,Koriya,497335,2025.0,56.0,33.0,0.0,89.0,567.0,7344.0,7911.0,2067.0,5422.0,7489.0,84.14606741573034,15489.0
Chhattisgarh,Koriya,497339,2025.0,52.0,37.0,0.0,89.0,190.0,1320.0,1510.0,963.0,2568.0,3531.0,39.674157303370784,5130.0
Chhattisgarh,Koriya,497442,2025.0,72.0,34.0,0.0,106.0,110.0,1574.0,1684.0,2448.0,7397.0,9845.0,92.87735849056604,11635.0
Chhattisgarh,Koriya,497446,2025.0,4.0,1.0,0.0,5.0,9.0,50.0,59.0,120.0,232.0,352.0,70.4,416.0
Chhattisgarh,Koriya,497447,2025.0,4.0,7.0,0.0,11.0,8.0,120.0,128.0,140.0,339.0,479.0,43.54545454545455,618.0
Chhattisgarh,Koriya,497448,2025.0,1.0,2.0,0.0,3.0,3.0,49.0,52.0,168.0,338.0,506.0,168.66666666666666,561.0
Chhattisgarh,Koriya,497449,2025.0,58.0,28.0,0.0,86.0,169.0,2782.0,2951.0,2491.0,7369.0,9860.0,114.65116279069767,12897.0
Chhattisgarh,Koriya,497451,2025.0,11.0,2.0,0.0,13.0,2.0,96.0,98.0,213.0,358.0,571.0,43.92307692307692,682.0
Chhattisgarh,Koriya,497553,2025.0,2.0,0.0,0.0,2.0,1.0,27.0,28.0,44.0,16.0,60.0,30.0,90.0
Chhattisgarh,Koriya,497555,2025.0,6.0,0.0,0.0,6.0,5.0,40.0,45.0,109.0,86.0,195.0,32.5,246.0
Chhattisgarh,Koriya,497557,2025.0,4.0,1.0,0.0,5.0,7.0,48.0,55.0,134.0,152.0,286.0,57.2,346.0
Chhattisgarh,Koriya,497559,2025.0,4.0,0.0,0.0,4.0,5.0,57.0,62.0,101.0,118.0,219.0,54.75,285.0
Chhattisgarh,Koriya,497773,2025.0,12.0,1.0,0.0,13.0,4.0,94.0,98.0,261.0,337.0,598.0,46.0,709.0
Chhattisgarh,Koriya,497778,2025.0,24.0,10.0,0.0,34.0,69.0,1906.0,1975.0,2364.0,5849.0,8213.0,241.55882352941177,10222.0
Chhattisgarh,Mahasamund,492112,2025.0,42.0,10.0,0.0,52.0,45.0,871.0,916.0,1053.0,1832.0,2885.0,55.48076923076923,3853.0
Chhattisgarh,Mahasamund,493445,2025.0,196.0,17.0,0.0,213.0,1988.0,33354.0,35342.0,5445.0,17372.0,22817.0,107.12206572769954,58372.0
Chhattisgarh,Mahasamund,493449,2025.0,182.0,36.0,1.0,219.0,1966.0,28167.0,30133.0,3621.0,8624.0,12245.0,55.91324200913242,42597.0
Chhattisgarh,Mahasamund,493551,2025.0,136.0,24.0,0.0,160.0,401.0,5585.0,5986.0,2987.0,8327.0,11314.0,70.7125,17460.0
Chhattisgarh,Mahasamund,493554,2025.0,130.0,29.0,0.0,159.0,138.0,2143.0,2281.0,1782.0,4687.0,6469.0,40.685534591194966,8909.0
Chhattisgarh,Mahasamund,493555,2025.0,30.0,9.0,1.0,40.0,81.0,1412.0,1493.0,821.0,1815.0,2636.0,65.9,4169.0
Chhattisgarh,Mahasamund,493558,2025.0,166.0,46.0,0.0,212.0,2323.0,32620.0,34943.0,4224.0,15845.0,20069.0,94.66509433962264,55224.0
Chhattisgarh,Mahasamund,493885,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
Chhattisgarh,ManendragarhChirmiriBharatpur,497449,2025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,268.0,312.0,312.0,312.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497335,2025.0,0.0,1.0,0.0,1.0,5.0,30.0,35.0,0.0,7.0,7.0,7.0,43.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497442,2025.0,7.0,3.0,0.0,10.0,42.0,534.0,576.0,4.0,29.0,33.0,3.3,619.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497446,2025.0,0.0,0.0,0.0,0.0,2.0,14.0,16.0,0.0,4.0,4.0,4.0,20.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497447,2025.0,0.0,0.0,0.0,0.0,3.0,41.0,44.0,0.0,2.0,2.0,2.0,46.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497448,2025.0,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,3.0,3.0,3.0,24.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497449,2025.0,12.0,14.0,0.0,26.0,51.0,300.0,351.0,9.0,41.0,50.0,1.9230769230769231,427.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497451,2025.0,0.0,0.0,0.0,0.0,8.0,36.0,44.0,3.0,0.0,3.0,3.0,47.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497553,2025.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,2.0,2.0,6.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497555,2025.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,1.0,0.0,1.0,1.0,9.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497557,2025.0,2.0,1.0,0.0,3.0,2.0,33.0,35.0,2.0,0.0,2.0,0.6666666666666666,40.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497559,2025.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,1.0,1.0,6.0
Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,497778,2025.0,33.0,17.0,0.0,50.0,37.0,726.0,763.0,3.0,66.0,69.0,1.38,882.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,491229,2025.0,1.0,1.0,0.0,2.0,3.0,10.0,13.0,1.0,3.0,4.0,2.0,19.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,491665,2025.0,1.0,0.0,0.0,1.0,0.0,15.0,15.0,2.0,2.0,4.0,4.0,20.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,491666,2025.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,4.0,5.0,9.0,9.0,18.0
Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,491668,2025.0,1.0,0.0,0.0,1.0,21.0,64.0,85.0,5.0,4.0,9.0,9.0,95.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491229,2025.0,16.0,14.0,1.0,31.0,318.0,1951.0,2269.0,242.0,927.0,1169.0,37.70967741935484,3469.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491665,2025.0,9.0,2.0,1.0,12.0,760.0,3203.0,3963.0,190.0,740.0,930.0,77.5,4905.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491666,2025.0,16.0,5.0,0.0,21.0,151.0,700.0,851.0,164.0,524.0,688.0,32.76190476190476,1560.0
Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,491668,2025.0,8.0,4.0,0.0,12.0,926.0,3896.0,4822.0,275.0,1097.0,1372.0,114.33333333333333,6206.0
Chhattisgarh,Mungeli,491559,2025.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0,3.0,6.0
Chhattisgarh,Mungeli,495004,2025.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,0.0,5.0,5.0,6.0
Chhattisgarh,Mungeli,495113,2025.0,3.0,0.0,0.0,3.0,6.0,86.0,92.0,48.0,103.0,151.0,50.333333333333336,246.0
Chhattisgarh,Mungeli,495115,2025.0,293.0,35.0,1.0,329.0,1299.0,19762.0,21061.0,4394.0,10856.0,15250.0,46.35258358662614,36640.0
Chhattisgarh,Mungeli,495117,2025.0,0.0,0.0,0.0,0.0,1.0,6.0,7.0,7.0,17.0,24.0,24.0,31.0
Chhattisgarh,Mungeli,495220,2025.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,5.0
Chhattisgarh,Mungeli,495222,2025.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,3.0
Chhattisgarh,Mungeli,495224,2025.0,75.0,7.0,0.0,82.0,99.0,2123.0,2222.0,1975.0,3374.0,5349.0,65.23170731707317,7653.0
Chhattisgarh,Mungeli,495330,2025.0,74.0,10.0,1.0,85.0,287.0,5429.0,5716.0,2115.0,6454.0,8569.0,100.81176470588235,14370.0
Chhattisgarh,Mungeli,495334,2025.0,242.0,37.0,0.0,279.0,714.0,15764.0,16478.0,6232.0,16041.0,22273.0,79.831541218638,39030.0
Chhattisgarh,Mungeli,495335,2025.0,104.0,29.0,0.0,133.0,286.0,5484.0,5770.0,2549.0,4693.0,7242.0,54.45112781954887,13145.0
Chhattisgarh,Mungeli,495550,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,5.0
Chhattisgarh,Narayanpur,494228,2025.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,5.0,5.0,9.0
Chhattisgarh,Narayanpur,494333,2025.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0
Chhattisgarh,Narayanpur,494661,2025.0,117.0,95.0,0.0,212.0,1627.0,12164.0,13791.0,5138.0,12616.0,17754.0,83.74528301886792,31757.0
Chhattisgarh,Raigarh,496001,2025.0,1103.0,109.0,14.0,1226.0,672.0,6140.0,6812.0,4011.0,16228.0,20239.0,16.50815660685155,28277.0
Chhattisgarh,Raigarh,496005,2025.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,0.0,4.0,4.0,4.0,11.0
Chhattisgarh,Raigarh,496100,2025.0,42.0,1.0,0.0,43.0,34.0,429.0,463.0,485.0,2406.0,2891.0,67.23255813953489,3397.0
Chhattisgarh,Raigarh,496107,2025.0,103.0,9.0,0.0,112.0,205.0,1888.0,2093.0,1444.0,8609.0,10053.0,89.75892857142857,12258.0
Chhattisgarh,Raigarh,496111,2025.0,85.0,11.0,0.0,96.0,200.0,1631.0,1831.0,1389.0,6382.0,7771.0,80.94791666666667,9698.0
Chhattisgarh,Raigarh,496113,2025.0,98.0,8.0,0.0,106.0,285.0,2896.0,3181.0,1868.0,6802.0,8670.0,81.79245283018868,11957.0
Chhattisgarh,Raigarh,496115,2025.0,15.0,2.0,0.0,17.0,88.0,1017.0,1105.0,578.0,1849.0,2427.0,142.76470588235293,3549.0
